X;Result
-9,05800000;-2,78854878
-9,05700000;-2,78131020
-9,05600000;-2,77411188
-9,05500000;-2,76695348
-9,05400000;-2,75983468
-9,05300000;-2,75275516
-9,05200000;-2,74571461
-9,05100000;-2,73871271
-9,05000000;-2,73174916
-9,04900000;-2,72482365
-9,04800000;-2,71793588
-9,04700000;-2,71108554
-9,04600000;-2,70427235
-9,04500000;-2,69749600
-9,04400000;-2,69075622
-9,04300000;-2,68405270
-9,04200000;-2,67738518
-9,04100000;-2,67075336
-9,04000000;-2,66415698
-9,03900000;-2,65759575
-9,03800000;-2,65106940
-9,03700000;-2,64457766
-9,03600000;-2,63812028
-9,03500000;-2,63169697
-9,03400000;-2,62530749
-9,03300000;-2,61895157
-9,03200000;-2,61262896
-9,03100000;-2,60633940
-9,03000000;-2,60008265
-9,02900000;-2,59385845
-9,02800000;-2,58766657
-9,02700000;-2,58150674
-9,02600000;-2,57537875
-9,02500000;-2,56928234
-9,02400000;-2,56321729
-9,02300000;-2,55718335
-9,02200000;-2,55118030
-9,02100000;-2,54520791
-9,02000000;-2,53926594
-9,01900000;-2,53335419
-9,01800000;-2,52747242
-9,01700000;-2,52162041
-9,01600000;-2,51579795
-9,01500000;-2,51000482
-9,01400000;-2,50424081
-9,01300000;-2,49850570
-9,01200000;-2,49279929
-9,01100000;-2,48712137
-9,01000000;-2,48147173
-9,00900000;-2,47585017
-9,00800000;-2,47025648
-9,00700000;-2,46469048
-9,00600000;-2,45915195
-9,00500000;-2,45364071
-9,00400000;-2,44815655
-9,00300000;-2,44269930
-9,00200000;-2,43726875
-9,00100000;-2,43186473
-9,00000000;-2,42648703
-8,99900000;-2,42113548
-8,99800000;-2,41580990
-8,99700000;-2,41051010
-8,99600000;-2,40523590
-8,99500000;-2,39998712
-8,99400000;-2,39476360
-8,99300000;-2,38956514
-8,99200000;-2,38439159
-8,99100000;-2,37924276
-8,99000000;-2,37411849
-8,98900000;-2,36901861
-8,98800000;-2,36394295
-8,98700000;-2,35889135
-8,98600000;-2,35386364
-8,98500000;-2,34885966
-8,98400000;-2,34387925
-8,98300000;-2,33892226
-8,98200000;-2,33398851
